1.712622312123114332e-01,5.000000000000000000e-01,0.000000000000000000e+00,4.178099970209134262e-01,7.958732261787520024e-01,7.222222222222222099e-01,4.681814370755428834e-01,2.000000000000000111e-01,2.000000000000000111e-01,6.250000000000000000e-02,7.839428331231608829e-03,1.000000000000000000e+00,1.000000000000000000e+00
6.318857433886244657e-01,5.000000000000000000e-01,1.000000000000000000e+00,6.767460817528183625e-01,7.858517231372086354e-01,5.833333333333333703e-01,6.562421396830719900e-01,0.000000000000000000e+00,1.000000000000000056e-01,5.000000000000000000e-01,1.994115174443043120e-02,1.000000000000000000e+00,1.000000000000000000e+00
9.639597425452880453e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.820701503461178539e-01,8.524436420313401541e-01,4.444444444444444198e-01,9.034962689695649196e-01,2.000000000000000111e-01,1.000000000000000056e-01,5.625000000000000000e-01,4.251786464901218671e-03,0.000000000000000000e+00,1.000000000000000000e+00
8.165485686478883842e-01,5.000000000000000000e-01,0.000000000000000000e+00,4.021467263097937006e-01,7.873679320889060973e-01,5.000000000000000000e-01,3.491238366730946563e-01,0.000000000000000000e+00,2.999999999999999889e-01,0.000000000000000000e+00,1.150483396385035793e-02,1.000000000000000000e+00,1.000000000000000000e+00
6.938549853240917331e-01,1.000000000000000000e+00,0.000000000000000000e+00,4.664645598250704572e-01,6.277196007216624407e-01,7.222222222222222099e-01,5.390290936530561794e-01,0.000000000000000000e+00,2.999999999999999889e-01,3.125000000000000000e-01,1.799495586380832346e-02,1.000000000000000000e+00,1.000000000000000000e+00
7.662061307872409799e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.151191226292275438e-01,8.567333690152976189e-01,1.666666666666666574e-01,3.070344596294122819e-01,4.000000000000000222e-01,1.000000000000000000e+00,5.000000000000000000e-01,3.911097099621689555e-02,1.000000000000000000e+00,0.000000000000000000e+00
5.203060548044913247e-01,5.000000000000000000e-01,0.000000000000000000e+00,3.819532582350508854e-01,7.605995522699731115e-01,5.833333333333333703e-01,8.195690450238953817e-01,0.000000000000000000e+00,0.000000000000000000e+00,6.250000000000000000e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.271926487462845978e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.457497454733521804e-02,7.584240437005462798e-01,2.777777777777777901e-01,7.528297140940721777e-01,0.000000000000000000e+00,2.999999999999999889e-01,5.000000000000000000e-01,1.246742328709541867e-02,0.000000000000000000e+00,1.000000000000000000e+00
3.158820442555700936e-01,5.000000000000000000e-01,0.000000000000000000e+00,1.432106415778888198e-01,7.958732261787520024e-01,1.000000000000000000e+00,4.385847237360610551e-01,2.000000000000000111e-01,2.999999999999999889e-01,1.875000000000000000e-01,6.796973518284994339e-03,1.000000000000000000e+00,1.000000000000000000e+00
6.187099015729562446e-01,1.000000000000000000e+00,0.000000000000000000e+00,5.307823933403472694e-01,7.106932199983352350e-01,2.083333333333333426e-01,4.966043430871133202e-01,2.000000000000000111e-01,5.999999999999999778e-01,2.500000000000000000e-01,1.465321563682219462e-02,1.000000000000000000e+00,1.000000000000000000e+00
